id,address,city,neighborhood,lat,lon,property_type,bedrooms,bathrooms,gla_sqft,lot_size_sqft,year_built,sale_date,sale_price
AB-00564,185 Macleod Cres NW,Edmonton,Oliver,53.554142,-113.527691,Condo,2,3.0,1258,0,1967,2025-08-16,340900
AB-00565,4568 Heritage Rd NW,Calgary,Mahogany,50.902622,-113.944622,Detached,5,3.0,2584,3722,2003,2025-01-28,1036300
AB-00566,19486 Bow Rd NW,Edmonton,Glenora,53.532262,-113.543781,Townhouse,3,2.5,1066,0,1963,2024-08-20,364600
AB-00567,3485 Macleod St NW,Edmonton,Westmount,53.547774,-113.547745,Semi-Detached,5,2.5,1778,3526,1967,2025-02-27,577100
AB-00568,5813 Jasper Ave SE,Calgary,Tuscany,51.105765,-114.207514,Detached,5,3.5,3074,6998,1987,2025-12-10,1361600
AB-00569,4856 Prospect Dr NE,Calgary,Auburn Bay,50.871635,-113.972353,Detached,4,2.0,2005,3113,1990,2024-08-15,697800
AB-00570,8177 Prospect Way NW,Edmonton,Terwillegar,53.449441,-113.588161,Detached,3,2.5,1647,2958,1971,2024-10-29,504700
AB-00571,5935 Glenmore Rd NW,Edmonton,Oliver,53.55064,-113.519198,Detached,5,3.0,2529,6021,1986,2026-05-13,1124400
AB-00572,13136 Spruce Dr NW,Edmonton,Summerside,53.435781,-113.427323,Townhouse,2,2.5,1269,0,1985,2024-10-27,329100
AB-00573,9900 Hawthorn Rd NE,Calgary,Inglewood,51.020595,-114.037632,Condo,2,2.0,883,0,2018,2026-01-25,374900
AB-00574,2891 Saddleback Dr NW,Edmonton,Oliver,53.553948,-113.542909,Detached,6,5.0,2975,4342,1973,2024-07-08,1127700
AB-00575,11588 Sunalta Ave NW,Edmonton,Summerside,53.417,-113.434254,Condo,3,3.0,997,0,2016,2026-04-02,305700
AB-00576,3648 Prospect Cres NW,Edmonton,Glenora,53.537361,-113.566683,Condo,3,1.5,1099,0,2024,2026-05-22,495500
AB-00577,19774 Willow Rd NW,Edmonton,Glenora,53.564781,-113.531378,Detached,4,4.0,2306,4160,2000,2025-04-25,1094900
AB-00578,3360 Maple Rd NW,Edmonton,Summerside,53.39711,-113.445655,Detached,4,4.0,1971,2962,2008,2025-07-11,592100
AB-00579,5092 Bow Way NW,Edmonton,Garneau,53.525748,-113.513136,Condo,2,3.0,990,0,1968,2026-05-29,301100
AB-00580,1820 Heritage Blvd NW,Edmonton,Old Strathcona,53.524842,-113.473398,Detached,4,2.0,2021,2893,2021,2025-05-29,802200
AB-00581,2692 Sunalta Rd NE,Calgary,Tuscany,51.111771,-114.259011,Detached,3,1.5,1474,7110,1998,2024-09-16,620100
AB-00582,3462 Hawthorn St SE,Calgary,Inglewood,51.030407,-114.035992,Detached,4,3.0,2128,6378,1978,2025-10-22,1156300
AB-00583,13356 Saddleback Gate NW,Edmonton,Oliver,53.517273,-113.494339,Semi-Detached,5,2.5,1882,2829,1959,2024-09-02,658700
AB-00584,3700 Bow Blvd SW,Calgary,Auburn Bay,50.893415,-113.981383,Townhouse,3,2.5,1503,0,2011,2026-03-24,534300
AB-00585,532 Township St NE,Calgary,Auburn Bay,50.880773,-113.942418,Detached,6,3.0,2560,6479,2019,2024-11-22,1185000
AB-00586,7242 Crowchild Ave SW,Calgary,Signal Hill,51.073899,-114.184015,Detached,5,4.0,2282,2651,1997,2025-08-12,946700
AB-00587,15603 Crowchild Ave NW,Edmonton,Oliver,53.526103,-113.5398,Detached,6,4.5,2893,7012,2011,2024-07-12,1254200
AB-00588,4174 Memorial Rd SW,Calgary,Auburn Bay,50.864915,-113.988054,Condo,2,2.0,892,0,1986,2025-03-12,269300
AB-00589,5571 Whyte Way NW,Calgary,Signal Hill,51.047849,-114.168027,Townhouse,2,1.5,1160,0,1992,2025-10-12,378700
AB-00590,7036 Sunalta Rd NE,Calgary,Evanston,51.173581,-114.08393,Detached,4,3.0,2038,5012,2013,2025-10-16,772500
AB-00591,160 Glenmore Gate NW,Calgary,Mahogany,50.894229,-113.905611,Detached,4,3.0,1629,3238,1958,2025-02-14,580000
AB-00592,6613 Memorial Dr SE,Calgary,Kensington,51.067799,-114.065806,Condo,2,2.5,1035,0,2001,2026-04-10,521600
AB-00593,1682 Township St NW,Calgary,Tuscany,51.128903,-114.242836,Detached,5,4.5,2717,4886,1969,2024-07-25,1091100
AB-00594,8966 Maple Cres NW,Edmonton,Westmount,53.537681,-113.542478,Condo,2,1.5,907,0,2014,2025-09-29,263100
AB-00595,6444 Hawthorn Way NW,Calgary,Evanston,51.174652,-114.083616,Detached,6,5.0,2746,5580,1993,2025-04-14,1200300
AB-00596,1056 Whyte Way SW,Calgary,Kensington,51.055757,-114.086793,Detached,5,3.5,2753,2776,1978,2026-01-14,1512700
AB-00597,10559 Willow Way NW,Edmonton,Garneau,53.522642,-113.532037,Condo,2,1.0,597,0,2020,2025-10-13,196000
AB-00598,16411 Riverside Way NW,Edmonton,Summerside,53.417309,-113.441869,Detached,2,2.5,1559,4252,2022,2025-02-24,500100
AB-00599,9163 Macleod Rd SE,Calgary,Auburn Bay,50.906937,-113.9648,Townhouse,3,3.5,1301,0,2002,2025-05-04,454000
AB-00600,4059 Heritage Blvd NE,Calgary,Signal Hill,51.080768,-114.17021,Detached,4,4.5,2395,3356,2000,2025-06-06,995300
AB-00601,4878 Crowchild Dr SE,Calgary,Bridgeland,51.07283,-114.028664,Detached,5,3.5,2465,2937,1988,2024-10-29,1167600
AB-00602,3132 Riverside Ave SE,Calgary,Kensington,51.043557,-114.085403,Semi-Detached,3,2.5,1670,2549,1970,2025-04-11,820000
AB-00603,7545 Saddleback Rd NE,Calgary,Kensington,51.049755,-114.078296,Condo,3,2.5,1266,0,1989,2026-02-06,512400
AB-00604,5820 Bow St SW,Calgary,Inglewood,51.043066,-114.016565,Detached,5,3.0,2492,2961,2024,2025-04-15,1174800
AB-00605,7069 Elbow Way NW,Edmonton,Summerside,53.414895,-113.454372,Townhouse,3,1.5,1514,0,1987,2025-01-29,355600
AB-00606,2757 Crowchild Gate NE,Calgary,Signal Hill,51.071187,-114.153898,Detached,5,4.0,2983,4224,2003,2024-12-08,1157500
AB-00607,13733 Aspen Rd NW,Edmonton,Terwillegar,53.453086,-113.578829,Detached,5,5.0,2510,3280,2008,2024-10-21,928000
AB-00608,10926 Whyte Cres NW,Edmonton,Windermere,53.415773,-113.630544,Detached,2,1.5,1407,7412,1997,2025-10-09,741400
AB-00609,4173 Jasper Cres NE,Calgary,Tuscany,51.114295,-114.230879,Townhouse,3,2.5,1491,0,2023,2025-07-26,561100
AB-00610,10081 Saddleback Gate NW,Edmonton,Bonnie Doon,53.511297,-113.456222,Semi-Detached,2,4.0,1617,3254,1972,2025-09-07,528200
AB-00611,11061 Jasper Rd NW,Edmonton,Glenora,53.533362,-113.538693,Detached,5,3.0,1921,7052,1993,2025-07-07,953200
AB-00612,1770 Township Gate NW,Edmonton,Old Strathcona,53.518198,-113.473329,Detached,4,4.0,2214,3934,2021,2025-09-20,989800
AB-00613,6909 Sunalta Cres NW,Edmonton,Oliver,53.512745,-113.519319,Detached,5,3.5,2539,4059,1994,2025-09-13,966500
AB-00614,8436 Hawthorn Cres NW,Edmonton,Westmount,53.550084,-113.567606,Detached,5,3.5,2556,4606,2007,2024-10-11,864900
AB-00615,2749 Cedar Blvd SE,Calgary,Inglewood,51.039053,-114.022189,Townhouse,2,2.0,1292,0,1995,2025-09-05,521000
AB-00616,3667 Whyte Rd NW,Calgary,Inglewood,51.0379,-114.006191,Semi-Detached,3,4.0,1842,2956,1975,2024-10-13,824700
AB-00617,5891 Aspen Ave NW,Edmonton,Summerside,53.401081,-113.427717,Condo,2,2.5,702,0,1966,2024-09-07,125600
AB-00618,8700 Hawthorn Rd SW,Calgary,Kensington,51.057786,-114.108473,Detached,6,5.0,3188,3785,1998,2026-03-15,1743800
AB-00619,7463 Aspen Rd NW,Edmonton,Oliver,53.526552,-113.517043,Semi-Detached,3,4.0,1594,3277,1966,2025-03-09,603300
AB-00620,15408 Bow Cres NW,Edmonton,Windermere,53.441726,-113.640125,Semi-Detached,4,2.5,1256,3831,1956,2026-05-06,515500
AB-00621,5954 Spruce Rd SE,Calgary,Beltline,51.044142,-114.032072,Semi-Detached,3,3.5,1195,2363,2008,2025-08-02,515500
AB-00622,15553 Spruce Cres NW,Edmonton,Bonnie Doon,53.533375,-113.469498,Detached,4,5.0,2901,6293,2002,2025-06-28,1012400
AB-00623,4045 Elbow Gate NW,Edmonton,Oliver,53.530851,-113.499577,Townhouse,3,2.5,1612,0,2025,2025-03-22,567600
AB-00624,7720 Hawthorn Gate SE,Calgary,Kensington,51.062898,-114.092998,Detached,3,3.5,1577,4150,1959,2026-05-30,869800
AB-00625,4939 Macleod Gate SE,Calgary,Tuscany,51.120741,-114.25146,Condo,2,1.0,783,0,1974,2025-12-13,189700
AB-00626,15775 Whyte Way NW,Edmonton,Oliver,53.525867,-113.519459,Townhouse,3,1.5,951,0,1982,2026-02-22,302500
AB-00627,3396 Prospect Ave NE,Calgary,Evanston,51.179252,-114.096252,Detached,4,3.5,1521,4550,2024,2025-12-07,625400
AB-00628,3505 Sunalta Rd NW,Calgary,Beltline,51.018962,-114.079658,Townhouse,2,2.5,1080,0,1990,2025-10-12,460500
AB-00629,3236 Heritage Blvd NW,Edmonton,Terwillegar,53.472233,-113.628351,Semi-Detached,3,4.0,1716,2788,2015,2025-08-25,648200
AB-00630,9954 Heritage Gate NE,Calgary,Inglewood,51.03206,-114.058782,Semi-Detached,3,2.5,1390,2082,2004,2025-10-31,640700
AB-00631,4683 Prospect Blvd SE,Calgary,Bridgeland,51.05503,-114.040705,Condo,2,1.5,899,0,1961,2025-11-22,292000
AB-00632,5753 Whyte Gate SE,Calgary,Kensington,51.053589,-114.0873,Detached,4,3.0,2643,6989,2010,2025-08-18,1595600
AB-00633,3736 Spruce Rd SW,Calgary,Auburn Bay,50.880766,-113.966348,Townhouse,3,3.0,1448,0,1995,2026-03-05,498300
AB-00634,8434 Elbow Rd NW,Edmonton,Westmount,53.560595,-113.528295,Semi-Detached,3,3.0,1801,3494,1991,2025-11-07,641200
AB-00635,6897 Sunalta Ave NE,Calgary,Tuscany,51.141392,-114.218063,Detached,4,3.0,2309,6728,1989,2025-11-10,1031500
AB-00636,1054 Glenmore Blvd NW,Calgary,Tuscany,51.149413,-114.23602,Condo,2,2.5,944,0,2018,2025-01-05,291800
AB-00637,11390 Riverside Gate NW,Edmonton,Windermere,53.423061,-113.62637,Semi-Detached,2,2.0,1561,2599,1982,2025-09-14,586700
AB-00638,571 Jasper St NW,Edmonton,Old Strathcona,53.548844,-113.520134,Detached,5,3.5,3095,7303,2011,2024-08-14,1342500
AB-00639,710 Hawthorn Way NW,Edmonton,Oliver,53.541201,-113.465122,Semi-Detached,4,3.0,1839,2981,1994,2025-07-23,668600
AB-00640,12777 Willow St NW,Edmonton,Summerside,53.418388,-113.413068,Detached,5,4.5,2612,4843,2006,2025-08-19,880500
AB-00641,2222 Elbow Dr NE,Calgary,Mahogany,50.902188,-113.910883,Detached,2,3.0,1679,5229,1998,2026-05-20,781200
AB-00642,16870 Riverside Gate NW,Edmonton,Westmount,53.554442,-113.52579,Condo,2,2.0,818,0,1958,2025-11-25,198000
AB-00643,16830 Macleod St NW,Edmonton,Windermere,53.438861,-113.684539,Semi-Detached,3,4.0,1630,3165,1956,2024-09-13,617100
AB-00644,5842 Bow Blvd SW,Calgary,Bridgeland,51.074324,-114.04868,Detached,5,3.0,2900,6411,2012,2025-07-14,1715900
AB-00645,8836 Prospect Blvd SW,Calgary,Kensington,51.054901,-114.08727,Condo,1,2.0,976,0,1993,2025-07-14,385500
AB-00646,10058 Township Way NW,Edmonton,Windermere,53.441432,-113.644593,Detached,4,4.0,2360,2546,1965,2025-11-29,909400
AB-00647,5061 Elbow Cres NW,Edmonton,Bonnie Doon,53.51108,-113.457728,Condo,1,1.0,737,0,2026,2025-08-12,198100
AB-00648,8931 Maple Dr NW,Calgary,Mount Royal,51.037412,-114.071115,Detached,4,3.0,1831,7327,2015,2026-01-06,1346400
AB-00649,551 Aspen Dr SE,Calgary,Signal Hill,51.076869,-114.155866,Detached,4,3.5,2369,4342,2010,2025-09-20,1102800
AB-00650,1666 Memorial Gate NW,Calgary,Inglewood,51.021048,-114.02666,Semi-Detached,2,2.0,1677,2928,2003,2024-07-30,639400
AB-00651,14776 Aspen Dr NW,Edmonton,Old Strathcona,53.520504,-113.492763,Detached,3,1.5,1534,3932,1980,2025-08-29,556900
AB-00652,13351 Riverside Cres NW,Edmonton,Summerside,53.40088,-113.444318,Condo,3,2.5,1060,0,2009,2024-06-11,263100
AB-00653,6496 Riverside Dr SE,Calgary,Inglewood,51.043836,-114.029587,Detached,5,4.5,2890,5894,1981,2025-06-27,1591300
AB-00654,16336 Whyte Blvd NW,Edmonton,Old Strathcona,53.517744,-113.47781,Condo,3,3.0,900,0,1996,2026-04-16,330100
AB-00655,3859 Prospect St SW,Calgary,Evanston,51.16271,-114.116385,Detached,4,3.5,2220,5275,1966,2025-08-26,903200
AB-00656,1267 Jasper Blvd NW,Edmonton,Windermere,53.43527,-113.65047,Townhouse,3,4.0,1677,0,1955,2025-11-08,573300
AB-00657,8722 Prospect Ave NW,Calgary,Evanston,51.169388,-114.090958,Condo,3,3.0,1108,0,1992,2026-03-16,344100
AB-00658,7415 Heritage Dr NW,Edmonton,Old Strathcona,53.538471,-113.464027,Condo,2,1.0,637,0,1985,2025-02-26,177500
AB-00659,16559 Whyte Cres NW,Edmonton,Terwillegar,53.454617,-113.589246,Detached,5,4.5,2732,4629,1984,2025-04-28,1013900
AB-00660,478 Glenmore Ave NE,Calgary,Beltline,51.0556,-114.045908,Detached,4,4.0,2183,4659,1965,2025-07-04,1124800
AB-00661,16604 Memorial Gate NW,Edmonton,Garneau,53.528423,-113.527706,Condo,1,3.0,978,0,2008,2025-09-08,304200
AB-00662,653 Crowchild St NW,Edmonton,Windermere,53.445749,-113.62054,Semi-Detached,4,2.0,1815,2635,1997,2024-09-09,677300
AB-00663,2428 Willow Way NW,Edmonton,Bonnie Doon,53.509541,-113.451774,Semi-Detached,3,3.0,1735,2787,2018,2024-07-22,562100
AB-00664,1253 Spruce Cres NW,Calgary,Beltline,51.01732,-114.058406,Detached,6,4.0,2637,4958,1962,2024-11-25,1263200
AB-00665,5572 Sunalta Ave SW,Calgary,Kensington,51.058621,-114.093308,Condo,2,2.0,1005,0,1985,2024-07-19,399200
AB-00666,18745 Cedar Cres NW,Edmonton,Glenora,53.557139,-113.544077,Condo,3,2.5,1184,0,2018,2026-05-08,539900
AB-00667,8644 Saddleback St SW,Calgary,Beltline,51.041316,-114.075098,Detached,4,3.0,2263,7261,1995,2025-03-29,1246200
AB-00668,9484 Aspen St NW,Calgary,Inglewood,51.027995,-114.005025,Detached,2,3.0,1500,3383,1979,2025-06-08,671500
AB-00669,1985 Heritage Ave SW,Calgary,Kensington,51.04755,-114.123982,Detached,4,2.5,1999,6126,1976,2024-12-11,1173800
AB-00670,7342 Memorial Way SW,Calgary,Bridgeland,51.056938,-114.069124,Detached,4,2.5,2201,6409,1961,2025-10-17,1178800
AB-00671,8507 Aspen Dr NW,Edmonton,Terwillegar,53.436939,-113.587016,Townhouse,4,2.0,1513,0,2006,2026-02-07,455900
AB-00672,8504 Hawthorn Way SW,Calgary,Evanston,51.182311,-114.11418,Detached,3,3.5,1477,3261,2004,2024-10-23,499500
AB-00673,15693 Jasper Ave NW,Edmonton,Oliver,53.546984,-113.514576,Semi-Detached,4,2.0,1973,3537,2002,2026-05-19,731500
AB-00674,10603 Cedar Way NW,Edmonton,Summerside,53.422678,-113.439827,Townhouse,3,3.5,1373,0,1981,2026-05-13,367500
AB-00675,4393 Riverside Gate NW,Edmonton,Old Strathcona,53.501867,-113.517516,Townhouse,2,2.5,1058,0,1964,2024-12-10,317500
AB-00676,5108 Jasper Dr NW,Calgary,Bridgeland,51.049688,-114.066153,Semi-Detached,3,2.0,1793,2914,1989,2025-12-29,944500
AB-00677,5250 Maple Dr NW,Calgary,Signal Hill,51.067193,-114.152381,Detached,4,2.5,2406,6718,2003,2026-04-07,1104200
AB-00678,10842 Jasper Dr NW,Edmonton,Westmount,53.563728,-113.520492,Detached,5,5.0,2537,3738,1974,2024-09-23,804500
AB-00679,4576 Saddleback Dr NW,Calgary,Mahogany,50.861887,-113.896112,Detached,4,2.0,1896,3229,1995,2025-06-09,706800
AB-00680,943 Township Dr NE,Calgary,Mahogany,50.880124,-113.95096,Semi-Detached,5,3.5,1918,3804,1971,2025-08-30,795600
AB-00681,1914 Cedar Gate NW,Edmonton,Glenora,53.531774,-113.535569,Townhouse,1,2.0,917,0,1957,2025-06-05,325200
AB-00682,9868 Hawthorn Blvd SE,Calgary,Tuscany,51.116281,-114.212123,Detached,4,4.5,2509,3420,1969,2025-01-03,911600
AB-00683,8398 Crowchild St NE,Calgary,Kensington,51.05525,-114.10122,Semi-Detached,3,2.0,1742,3947,1987,2024-09-11,887600
AB-00684,4000 Sunalta Way NW,Calgary,Kensington,51.065521,-114.074891,Detached,4,3.0,2842,6572,1988,2026-01-21,1653100
AB-00685,9969 Township Ave NE,Calgary,Bridgeland,51.05197,-114.049268,Townhouse,3,2.0,1053,0,1959,2025-12-06,442400
AB-00686,18968 Macleod Way NW,Edmonton,Glenora,53.555373,-113.516205,Semi-Detached,4,2.0,1289,2736,1981,2026-03-14,567200
AB-00687,3452 Sunalta Blvd NW,Calgary,Kensington,51.04537,-114.122968,Condo,3,3.0,787,0,2001,2026-01-19,348700
AB-00688,8880 Crowchild Ave SE,Calgary,Beltline,51.01927,-114.077571,Townhouse,4,1.5,1258,0,1980,2025-01-24,543600
AB-00689,14759 Heritage Rd NW,Edmonton,Old Strathcona,53.526038,-113.538671,Semi-Detached,3,2.5,1159,3554,2018,2025-05-24,464400
AB-00690,4747 Township Way NE,Calgary,Kensington,51.056431,-114.102285,Semi-Detached,2,3.5,1437,3863,2008,2025-07-29,768900
AB-00691,18120 Memorial Dr NW,Edmonton,Windermere,53.447116,-113.653223,Detached,4,3.5,2082,4800,1965,2026-05-29,920400
AB-00692,4388 Prospect Rd NE,Calgary,Auburn Bay,50.880349,-113.963292,Townhouse,4,3.5,1127,0,1985,2025-11-14,389200
AB-00693,12823 Jasper Ave NW,Edmonton,Windermere,53.452885,-113.643302,Detached,4,4.5,2300,3013,1991,2024-09-09,906300
AB-00694,19468 Township Rd NW,Edmonton,Terwillegar,53.446543,-113.594008,Detached,5,4.5,2965,3673,1969,2025-01-15,1111200
AB-00695,17451 Jasper Blvd NW,Edmonton,Garneau,53.533849,-113.534095,Detached,4,4.0,1768,3762,1975,2024-09-10,632300
AB-00696,11037 Cedar Gate NW,Edmonton,Oliver,53.551726,-113.526606,Condo,2,1.5,680,0,1965,2024-09-03,143700
AB-00697,1694 Memorial Ave SE,Calgary,Tuscany,51.120948,-114.261066,Detached,4,2.5,2079,6295,1988,2026-01-02,831100
AB-00698,4272 Maple Dr SW,Calgary,Kensington,51.068565,-114.103649,Semi-Detached,2,1.5,1102,2259,2007,2025-04-30,574800
AB-00699,12323 Hawthorn St NW,Edmonton,Westmount,53.567119,-113.550565,Detached,5,3.5,2278,5171,2022,2024-09-24,869400
AB-00700,4719 Glenmore Ave NW,Calgary,Tuscany,51.123619,-114.258351,Semi-Detached,3,3.0,1726,3723,1973,2024-07-30,605600
AB-00701,10186 Heritage Blvd NW,Edmonton,Terwillegar,53.491223,-113.585963,Detached,4,2.5,2140,5467,2020,2024-08-29,860400
AB-00702,5147 Saddleback St NW,Calgary,Inglewood,51.044469,-114.047474,Semi-Detached,3,4.0,1618,3380,2015,2024-06-15,685300
AB-00703,13378 Sunalta Dr NW,Edmonton,Garneau,53.540834,-113.521345,Townhouse,2,1.0,990,0,1975,2024-12-12,261100
AB-00704,4136 Heritage Rd NE,Calgary,Beltline,51.058047,-114.08338,Semi-Detached,3,3.5,1752,4027,1971,2025-10-28,788200
AB-00705,5799 Riverside St SE,Calgary,Inglewood,51.032846,-114.008764,Townhouse,4,3.0,1395,0,2017,2025-12-12,653500
AB-00706,7957 Sunalta St NE,Calgary,Mount Royal,51.052381,-114.089991,Condo,2,2.0,745,0,1972,2024-08-12,316200
AB-00707,5293 Memorial Blvd NW,Edmonton,Summerside,53.421358,-113.393968,Condo,3,1.5,1232,0,2002,2025-02-22,290500
AB-00708,13504 Glenmore St NW,Edmonton,Oliver,53.519595,-113.541916,Condo,1,1.0,670,0,2002,2025-04-20,157200
AB-00709,5795 Prospect Blvd SE,Calgary,Tuscany,51.130467,-114.252872,Semi-Detached,4,4.0,1580,3701,1969,2024-07-01,517800
AB-00710,3469 Memorial St SW,Calgary,Mount Royal,51.019198,-114.055874,Detached,3,3.5,1667,3522,1965,2026-03-25,1195500
AB-00711,4730 Spruce Rd NW,Edmonton,Summerside,53.440157,-113.439139,Detached,3,4.5,2042,3598,1962,2025-02-06,591300
AB-00712,441 Aspen Gate NW,Calgary,Signal Hill,51.089331,-114.160007,Condo,2,2.5,780,0,1958,2025-05-07,208800
AB-00713,16930 Spruce Cres NW,Edmonton,Westmount,53.559882,-113.532921,Condo,2,1.0,689,0,2021,2024-07-23,178200
AB-00714,4422 Heritage Way NW,Calgary,Mount Royal,51.010938,-114.097588,Detached,5,5.0,2699,4281,1972,2026-01-09,1836900
AB-00715,9318 Hawthorn Way SE,Calgary,Kensington,51.067516,-114.110273,Condo,2,1.0,1047,0,1987,2025-06-23,446000
AB-00716,7218 Jasper Ave NW,Edmonton,Glenora,53.53278,-113.546985,Semi-Detached,3,3.5,1660,3977,1976,2025-10-25,701700
AB-00717,4870 Crowchild Rd NW,Edmonton,Oliver,53.521831,-113.532227,Detached,5,4.5,3091,7345,1956,2026-05-03,1466600
AB-00718,4404 Memorial Blvd NE,Calgary,Evanston,51.172459,-114.090784,Detached,3,2.5,2417,7334,2016,2026-02-22,1140600
AB-00719,446 Macleod Rd NW,Edmonton,Summerside,53.407147,-113.431846,Detached,6,4.0,3200,6983,1974,2025-07-08,1231300
AB-00720,7179 Jasper Rd NE,Calgary,Auburn Bay,50.900034,-113.946261,Townhouse,1,1.0,1028,0,1998,2026-02-24,337600
AB-00721,5866 Township Rd NW,Calgary,Mahogany,50.887557,-113.905589,Detached,3,4.5,2317,6115,1964,2026-04-19,1061400
AB-00722,7028 Hawthorn Way NE,Calgary,Signal Hill,51.065495,-114.155539,Detached,3,2.5,1425,2562,1969,2026-03-28,571600
AB-00723,6598 Prospect St NW,Edmonton,Oliver,53.542754,-113.474503,Condo,2,1.5,595,0,1971,2026-01-01,148400
AB-00724,354 Glenmore Gate NE,Calgary,Auburn Bay,50.882427,-113.989689,Detached,6,4.0,2676,3530,2008,2025-02-04,1054300
AB-00725,6037 Prospect Gate NW,Calgary,Bridgeland,51.047776,-114.048094,Townhouse,3,3.5,1149,0,2000,2025-10-03,507500
AB-00726,5175 Prospect Blvd NW,Edmonton,Glenora,53.539416,-113.574563,Detached,5,3.5,2819,6081,2018,2026-04-15,1578000
AB-00727,8757 Maple Ave NW,Edmonton,Summerside,53.427098,-113.432391,Detached,5,4.5,2259,2555,1981,2025-05-19,655400
AB-00728,8261 Aspen Ave NW,Calgary,Tuscany,51.127962,-114.242203,Condo,2,1.0,877,0,1962,2025-05-01,186600
AB-00729,8933 Heritage Blvd NW,Calgary,Tuscany,51.132034,-114.22285,Condo,3,3.0,814,0,1980,2025-07-14,244400
AB-00730,4853 Macleod St NW,Calgary,Auburn Bay,50.879514,-113.960893,Detached,4,3.5,2221,4901,1963,2026-03-31,1026300
AB-00731,8576 Heritage Rd SW,Calgary,Kensington,51.034799,-114.079602,Semi-Detached,4,3.0,1902,2367,1986,2025-06-25,975900
AB-00732,3995 Maple Dr SE,Calgary,Beltline,51.027717,-114.071811,Townhouse,3,3.5,1404,0,2000,2025-11-24,590500
AB-00733,6686 Township Cres SE,Calgary,Auburn Bay,50.877562,-113.958652,Detached,4,3.5,2153,2645,1983,2024-09-14,707300
AB-00734,11976 Whyte Rd NW,Edmonton,Glenora,53.525868,-113.548942,Condo,2,2.0,708,0,1962,2026-04-02,211600
AB-00735,7740 Saddleback St SW,Calgary,Signal Hill,51.077027,-114.198157,Detached,5,3.0,2478,6316,1955,2025-02-24,1111700
AB-00736,5921 Heritage Rd NW,Edmonton,Old Strathcona,53.528135,-113.491437,Detached,4,2.5,2186,6387,1998,2026-03-28,960700
AB-00737,8336 Whyte Dr NW,Calgary,Auburn Bay,50.87671,-113.959766,Detached,4,4.0,3143,5456,1997,2026-03-28,1373000
AB-00738,8320 Whyte St SW,Calgary,Evanston,51.178638,-114.111509,Detached,4,4.0,2876,2941,1996,2024-07-11,980000
AB-00739,1794 Aspen St NW,Edmonton,Glenora,53.558205,-113.533676,Detached,4,3.0,2303,4403,1959,2025-03-09,1059000
AB-00740,2064 Willow Cres SW,Calgary,Mahogany,50.910027,-113.92272,Townhouse,3,2.0,1471,0,2015,2025-09-28,536000
AB-00741,519 Heritage Rd NW,Edmonton,Westmount,53.550555,-113.553377,Detached,3,4.0,1606,3290,1990,2025-03-26,537200
AB-00742,2170 Riverside Way NW,Edmonton,Westmount,53.553112,-113.541072,Semi-Detached,4,3.0,1179,2934,2016,2025-12-29,401400
AB-00743,4949 Saddleback St NE,Calgary,Evanston,51.179833,-114.097591,Detached,5,4.0,2788,3450,1963,2024-08-31,904600
AB-00744,9928 Riverside Rd NW,Edmonton,Westmount,53.534275,-113.50053,Semi-Detached,3,2.0,1617,3421,2017,2025-12-01,489700
AB-00745,17925 Aspen Gate NW,Edmonton,Bonnie Doon,53.521649,-113.478575,Detached,7,3.5,3153,3806,1959,2026-03-14,1160100
AB-00746,3532 Macleod Blvd NW,Calgary,Beltline,51.068417,-114.078265,Detached,5,4.0,2701,6436,1960,2025-07-31,1611900
AB-00747,2281 Riverside Rd NE,Calgary,Auburn Bay,50.862337,-113.942891,Townhouse,3,2.0,1272,0,1965,2024-10-11,414600
AB-00748,4838 Cedar Way SW,Calgary,Inglewood,51.031022,-114.046396,Condo,1,1.0,828,0,1978,2024-12-26,253400
AB-00749,10050 Heritage Rd NW,Edmonton,Glenora,53.557385,-113.559264,Townhouse,3,2.0,1203,0,1986,2025-04-04,440200
AB-00750,18751 Heritage Dr NW,Edmonton,Old Strathcona,53.520211,-113.508513,Detached,6,3.0,2620,6887,2001,2025-11-15,1123700
AB-00751,4527 Crowchild St NW,Edmonton,Old Strathcona,53.531463,-113.505363,Townhouse,3,2.0,1111,0,1974,2025-08-30,321600
AB-00752,8409 Memorial St SW,Calgary,Kensington,51.032776,-114.07531,Condo,1,3.0,989,0,1998,2025-12-23,420600
AB-00753,5769 Hawthorn Dr SW,Calgary,Evanston,51.162873,-114.106062,Condo,2,2.5,750,0,2013,2025-04-16,243100
AB-00754,11931 Crowchild Blvd NW,Edmonton,Westmount,53.559959,-113.53691,Townhouse,4,3.5,1550,0,1980,2025-10-27,478500
AB-00755,6248 Sunalta Ave NW,Edmonton,Oliver,53.540232,-113.508177,Semi-Detached,3,2.5,1478,2490,1967,2024-08-19,423600
AB-00756,8755 Bow Rd SW,Calgary,Auburn Bay,50.899588,-113.961661,Semi-Detached,4,3.5,1751,3509,2001,2026-03-07,793600
AB-00757,19524 Sunalta Blvd NW,Edmonton,Old Strathcona,53.514832,-113.514684,Semi-Detached,3,2.0,1557,3313,2024,2025-03-08,652600
AB-00758,19388 Willow Ave NW,Edmonton,Windermere,53.42115,-113.605425,Semi-Detached,4,3.0,1739,2262,2018,2025-09-06,688000
AB-00759,2353 Aspen Blvd NW,Calgary,Tuscany,51.131933,-114.246006,Condo,2,2.0,768,0,1967,2025-10-01,179400
